,EN,SGD,RF,GBR,SVR,GPR,kNN,NN
0,0.27381335587704037,0.36791150635580006,0.8068909148199012,0.8045373419618888,0.5486467152480077,0.1946053668482543,0.25821865211649525,0.6741828443880119
1,0.2738133558770408,0.3683294181036837,0.7691848304278164,0.8488348666924509,0.5534112292935754,0.17497222834398696,0.2770389203945585,0.6600403681543376
2,0.27699872833249545,0.3276581114614302,0.6822332872224338,0.7821719223512522,0.5016870796686074,0.1601337272153176,0.24771155687369234,0.6166475940396609
3,0.2738133558770379,0.35344648422751157,0.6048850505490264,0.6922768469981323,0.4873205252338642,0.14180225473613295,0.32283131167117746,0.6491291149834193
4,0.2738133558770323,0.35581206654216585,0.7236927507083438,0.7037454209116367,0.49256104840037274,0.19226079786017514,0.2768171201102357,0.6418508771329696
5,0.27381335587705,0.3573042362809825,0.7778427009642335,0.8352275987032145,0.5173313074355526,0.19612376088847433,0.22808972111111472,0.6710444790288469
6,0.27381335587704886,0.3393407614735235,0.7511138151239914,0.7711140276217586,0.5134338087066624,0.16781044142159302,0.27478285587180673,0.6536779328915899
7,0.27381335587703964,0.35360387880396155,0.7120521348400265,0.8275215491290047,0.48425881761978723,0.16867814413557194,0.2829431338214327,0.6888896978557837
8,0.2738133558770377,0.3360283390941648,0.637442489196628,0.69845017898375,0.457773994896683,0.14964954774636735,0.28046450715818716,0.6128143631499269
9,0.3148849113604366,0.38048117546763105,0.8025400621297603,0.7903671108761635,0.5572365819030353,0.18851374501553234,0.2408975195133882,0.6491543792355495
10,0.3467583017685404,0.3260679469223656,0.6410467425151013,0.6970674917239729,0.5026301006173018,0.14964304601561024,0.23504364015922036,0.4987782422559446
11,0.3115681877196843,0.38682329667836496,0.7508969592959952,0.858374129511038,0.5687781713803671,0.21838106341338795,0.35926427871609923,0.5691869461589283
12,0.2738133558770407,0.35476500857332166,0.6455455037079172,0.7426877592295997,0.510085803375867,0.17210043527635388,0.24442317297773364,0.617403489255009
13,0.34790568038260156,0.370363462188323,0.7322962135693586,0.6387760934937113,0.5647422727860067,0.2140477737298795,0.336082936889506,0.6315425233395621
14,0.3741246565880834,0.3733207079290239,0.7157686467966776,0.6579936658295602,0.5419843955239358,0.19221544907471205,0.2698654873839407,0.624037693450733
15,0.32544524465035485,0.38452713889659,0.775064885204441,0.8339278033208575,0.49944052661113864,0.20134382493122252,0.30194907795018777,0.6490251558842443
16,0.2937901956096184,0.35503805003408534,0.7991753181662429,0.845230217548637,0.5139283891088771,0.19526231235863703,0.30695485428496583,0.6189208697838836
17,0.2738133558770463,0.36742759835302197,0.7937310947806117,0.7832875950575325,0.560445407595384,0.23202898209384612,0.33410626039734226,0.6720710922334587
18,0.27381335587704325,0.3484308820844618,0.7999402503088747,0.8432517311650622,0.4881387218890063,0.1711740320512162,0.2773021142870556,0.6446832158177979
19,0.27381335587704303,0.36585541926597076,0.6451429881034904,0.7186441921434712,0.5333321986258696,0.1817216895434948,0.31190063239017446,0.6336931631455596
